PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Age_wiki,Hometown,Boarded,Destination
769,0.0,3,male,1,0,24.15,27.0,"Askeaton, Limerick, Ireland",Queenstown,"Brooklyn, New York, US"
770,0.0,3,male,0,0,8.3625,32.0,"Bokn, Norway",Southampton,"Portland, North Dakota, US"
771,0.0,3,male,0,0,9.5,24.0,"Haaltert, Belgium",Southampton,"Detroit, Michigan, US"
772,0.0,3,male,0,0,7.8542,48.0,"Portland, Oregon, US",Southampton,"Portland, Oregon, US"
773,0.0,2,female,0,0,10.5,57.0,"Southampton, Hampshire, England",Southampton,New York City
774,0.0,3,male,0,0,7.225,29.0,"Unknown, Lebanon",Cherbourg,New York City
775,1.0,2,female,1,3,23.0,54.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
776,0.0,3,male,0,0,7.75,18.0,"Kristinehamn, Värmland, Sweden",Southampton,"Chicago, Illinois, US"
777,0.0,3,male,0,0,7.75,20.0,"Cahir, Tipperary, Ireland",Queenstown,New York City
778,1.0,3,female,0,0,12.475,6.0,"New York City, New York, US",Southampton,New York City
779,0.0,3,male,0,0,7.7375,22.0,"Currafarry, Galway, Ireland",Queenstown,New York City
780,1.0,1,female,0,1,211.3375,43.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
781,1.0,3,female,0,0,7.2292,15.0,"Beirut, Lebanon",Cherbourg,"Owen Sound, Ontario, Canada"
782,1.0,1,female,1,0,57.0,17.0,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada"
783,0.0,1,male,0,0,30.0,29.0,"Springfield, Massachusetts, US",Southampton,"Springfield, Massachusetts, US"
784,0.0,3,male,1,2,23.45,35.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
785,0.0,3,male,0,0,7.05,25.0,"Buenos Aires, Argentina",Southampton,New York City
786,0.0,3,male,0,0,7.25,25.0,"Manchester, England",Southampton,"Montreal, Quebec, Canada"
787,1.0,3,female,0,0,7.4958,18.0,"Munsala, Finland",Southampton,"Olympia, Washington, US"
788,0.0,3,male,4,1,29.125,8.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
789,1.0,3,male,1,2,20.575,1.0,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
790,0.0,1,male,0,0,79.2,46.0,"Paris, France",Cherbourg,"New York, New York, US"
791,0.0,3,male,0,0,7.75,23.0,"Athenry, Galway, Ireland",Queenstown,"Auburndale, Florida, US"
792,0.0,2,male,0,0,26.0,18.0,"Liverpool, Merseyside, England",Southampton,"Montreal, Quebec, Canada"
793,0.0,3,female,8,2,69.55,20.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
794,0.0,1,male,0,0,30.6958,42.0,"New York, New York, US",Cherbourg,"New York, New York, US"
795,0.0,3,male,0,0,7.8958,25.0,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
796,0.0,2,male,0,0,13.0,39.0,"Middleburg Heights, Ohio, US",Southampton,"Middleburg Heights, Ohio, US"
797,1.0,1,female,0,0,25.9292,49.0,"New York, New York, US",Southampton,"New York, New York, US"
798,1.0,3,female,0,0,8.6833,31.0,"Vagovina, Croatia",Southampton,"Steelton, Pennsylvania, US"
799,0.0,3,male,0,0,7.2292,33.0,"Beirut, Lebanon",Cherbourg,New York City
800,0.0,3,female,1,1,24.15,30.0,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US"
801,0.0,2,male,0,0,13.0,34.0,"Southampton, Hampshire, England",Southampton,New York City
802,1.0,2,female,1,1,26.25,31.0,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US"
803,1.0,1,male,1,2,120.0,11.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
804,1.0,3,male,0,1,8.5167,0.42,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
805,1.0,3,male,0,0,6.975,27.0,"St. Paul, Minnesota, US",Southampton,"St. Paul, Minnesota, US"
806,0.0,3,male,0,0,7.775,31.0,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US"
807,0.0,1,male,0,0,0.0,39.0,"Belfast, Ireland, UK",Belfast,"New York, New York, US"
808,0.0,3,female,0,0,7.775,18.0,"Stockholm, Uppland, Sweden",Southampton,"Iron Mountain, Michigan, US"
809,0.0,2,male,0,0,13.0,31.0,"Harrow, London, England",Southampton,New York City
810,1.0,1,female,1,0,53.1,32.0,"New York, New York, US",Southampton,"New York, New York, US"
811,0.0,3,male,0,0,7.8875,23.0,"Great Yarmouth, Norfolk, England",Southampton,"Albion, Michigan, US"
812,0.0,3,male,0,0,24.15,39.0,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US"
813,0.0,2,male,0,0,10.5,35.0,"Landrake, Cornwall, England",Southampton,"Nashua, New Hampshire, US"
814,0.0,3,female,4,2,31.275,6.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
815,0.0,3,male,0,0,8.05,22.0,"Portage la Prairie, Manitoba, Canada",Southampton,"Des Moines, Iowa, US"
816,0.0,1,male,0,0,0.0,39.0,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US"
817,0.0,3,female,0,0,7.925,23.0,"Turku, Finland",Southampton,New York City
818,0.0,2,male,1,1,37.0042,31.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
819,0.0,3,male,0,0,6.45,43.0,"Karlshamn, Blekinge, Sweden",Southampton,New York City
820,0.0,3,male,3,2,27.9,11.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
821,1.0,1,female,1,1,93.5,52.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
822,1.0,3,male,0,0,8.6625,29.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
823,0.0,1,male,0,0,0.0,38.0,"Rotterdam, The Netherlands",Southampton,"New York, New York, US"
824,1.0,3,female,0,1,12.475,29.0,"Unknown, Russia",Southampton,"Chicago, Illinois, US"
825,0.0,3,male,4,1,39.6875,2.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
826,0.0,3,male,0,0,6.95,42.0,"Clonbur, Galway, Ireland",Queenstown,"Pittsburgh, Pennsylvania, US"
827,0.0,3,male,0,0,56.4958,23.0,"Hong Kong, China",Southampton,New York City
828,1.0,2,male,0,2,37.0042,1.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
829,1.0,3,male,0,0,7.75,19.0,"Bayonne, New Jersey, US",Queenstown,"Guttenberg, New Jersey, US"
830,1.0,1,female,0,0,80.0,62.0,"New York, New York, US",Southampton,"New York, New York, US"
831,1.0,3,female,1,0,14.4542,15.0,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
832,1.0,2,male,1,1,18.75,0.75,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
833,0.0,3,male,0,0,7.2292,30.0,"Tebnine, Lebanon",Cherbourg,New York City
834,0.0,3,male,0,0,7.8542,23.0,"Krakoryd, Småland, Sweden",Southampton,"Bloomington, Indiana, US"
835,0.0,3,male,0,0,8.3,15.0,"Southall, London, England",Southampton,New York City
836,1.0,1,female,1,1,83.1583,39.0,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US"
837,0.0,3,male,0,0,8.6625,21.0,"Streklevac, Slovenia",Southampton,"Aurora, Illinois, US"
838,0.0,3,male,0,0,8.05,20.0,"London, England",Southampton,New York City
839,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
840,1.0,1,male,0,0,29.7,28.0,"Paris, France",Cherbourg,"New York, New York, US"
841,0.0,3,male,0,0,7.925,19.0,"Salo, Finland",Southampton,"Astoria, Oregon, US"
842,0.0,2,male,0,0,10.5,16.0,"Huntingfield, Suffolk, England",Southampton,New York City
843,1.0,1,female,0,0,31.0,30.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
844,0.0,3,male,0,0,6.4375,30.0,"Áyios Sóstis, Greece",Cherbourg,"Stamford, Connecticut US"
845,0.0,3,male,0,0,8.6625,17.0,"Lipova Glavica, Croatia",Southampton,"Hammond, Indiana, US"
846,0.0,3,male,0,0,7.55,40.0,"Cincinnati, Ohio, US",Southampton,"Cincinnati, Ohio, US"
847,0.0,3,male,8,2,69.55,18.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
848,0.0,3,male,0,0,7.8958,35.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
849,0.0,2,male,0,1,33.0,39.0,"London, England",Southampton,"Chicago, Illinois, US"
850,1.0,1,female,1,0,89.1042,40.0,"Paris, France",Cherbourg,"New York, New York, US"
851,0.0,3,male,4,2,31.275,4.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
852,0.0,3,male,0,0,7.775,74.0,"Reftele, Småland, Sweden",Southampton,"Effington Rut, South Dakota, US"
853,0.0,3,female,1,1,15.2458,7.0,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada"
854,1.0,1,female,0,1,39.4,16.0,"Paris, France",Cherbourg,"Hanover, New Hampshire, US"
855,0.0,2,female,1,0,26.0,45.0,"London, England, UK",Southampton,New York City
856,1.0,3,female,0,1,9.35,18.0,"London, England",Southampton,"Norfolk, Virginia, US"
857,1.0,1,female,1,1,164.8667,45.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
858,1.0,1,male,0,0,26.55,51.0,"Lima, Peru",Southampton,"Lima, Peru"
859,1.0,3,female,0,3,19.2583,24.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
860,0.0,3,male,0,0,7.2292,30.0,"Tebnine, Lebanon",Cherbourg,New York City
861,0.0,3,male,2,0,14.1083,41.0,"Racine, Wisconsin, US",Southampton,"Racine, Wisconsin, US"
862,0.0,2,male,1,0,11.5,20.0,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US"
863,1.0,1,female,0,0,25.9292,46.0,"New York, New York, US",Southampton,"New York, New York, US"
864,0.0,3,female,8,2,69.55,14.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
865,0.0,2,male,0,0,13.0,24.0,"Clevedon, North Somerset England",Southampton,New York City
866,1.0,2,female,0,0,13.0,42.0,New York City,Southampton,New York City
867,1.0,2,female,1,0,13.8583,27.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
868,0.0,1,male,0,0,50.4958,31.0,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US"
869,0.0,3,male,0,0,9.5,23.0,"Haaltert, East Flanders, Belgium",Southampton,"Detroit, Michigan, US"
870,1.0,3,male,1,1,11.1333,4.0,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US"
871,0.0,3,male,0,0,7.8958,26.0,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US"
872,1.0,1,female,1,1,52.5542,46.0,"New York, New York, US",Southampton,"New York, New York, US"
873,0.0,1,male,0,0,5.0,33.0,"New York, New York, US",Southampton,"New York, New York, US"
874,0.0,3,male,0,0,9.0,46.0,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US"
875,1.0,2,female,1,0,24.0,28.0,Russia,Cherbourg,"New York, New York, US"
876,1.0,3,female,0,0,7.225,15.0,"El Shweir, Lebanon",Cherbourg,"Brooklyn, New York, US"
877,0.0,3,male,0,0,9.8458,19.0,"Kokkola, Finland",Southampton,"Waukegan, Illinois, US"
878,0.0,3,male,0,0,7.8958,19.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
879,0.0,3,male,0,0,7.8958,23.0,"Knezhni Lak, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
880,1.0,1,female,0,1,83.1583,56.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
881,1.0,2,female,0,1,26.0,25.0,"Deer Lodge, Montana, US",Southampton,"Deer Lodge, Montana, US"
882,0.0,3,male,0,0,7.8958,33.0,"Milje, Slovenia",Cherbourg,New York City
883,0.0,3,female,0,0,10.5167,22.0,"Stockholm, Sweden",Southampton,"Chicago, Illinois, US"
884,0.0,2,male,0,0,10.5,28.0,"Plymouth, Devon, England",Southampton,"Houghton, Michigan, US"
885,0.0,3,male,0,0,7.05,25.0,"London, England",Southampton,"Buffalo, New York, US"
886,0.0,3,female,0,5,29.125,39.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
887,0.0,2,male,0,0,13.0,27.0,"Gudinė, Lithuania [76]",Southampton,"Worcester, Massachusetts, US"
888,1.0,1,female,0,0,30.0,19.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
889,0.0,3,female,1,2,23.45,7.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
890,1.0,1,male,0,0,30.0,26.0,"New York, New York, US",Cherbourg,"New York, New York, US"
891,0.0,3,male,0,0,7.75,43.0,"Patrickswell, Limerick, Ireland",Queenstown,New York City
892,,3,male,0,0,7.8292,19.0,"Unknown, Ireland",Southampton,New York City
893,,3,female,1,0,7.0,47.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
894,,2,male,0,0,9.6875,63.0,"Fermoy, Ireland[note 1]",Queenstown,"Waban, Massachusetts, US"
895,,3,male,0,0,8.6625,27.0,"Uster, Switzerland",Southampton,"Beloit, Wisconsin, US"
896,,3,female,1,1,12.2875,22.0,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US"
897,,3,male,0,0,9.225,14.0,"Knäred, Halland, Sweden",Southampton,"Beresford, South Dakota, US"
898,,3,female,0,0,7.6292,35.0,"Bank Place, Tipperary, Ireland",Queenstown,"Dobbs Ferry, New York, US"
899,,2,male,1,1,29.0,26.0,"Bangkok, Siam[note 5]",Southampton,"Roseville, Illinois, US"
900,,3,female,0,0,7.2292,18.0,"Shwayhad, Syria",Cherbourg,"Greensburg, Pennsylvania, US"
901,,3,male,2,0,24.15,21.0,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US"
902,,3,male,0,0,7.8958,32.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
903,,1,male,0,0,26.0,46.0,"Bennington, Vermont, US",Southampton,"Bennington, Vermont, US"
904,,1,female,1,0,82.2667,23.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
905,,2,male,1,0,26.0,63.0,"Swindon, Wiltshire, England",Southampton,"Idaho, US"
906,,1,female,1,0,61.175,47.0,"Amenia, North Dakota, US",Southampton,"Amenia, North Dakota, US"
907,,2,female,1,0,27.7208,24.0,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US"
908,,2,male,0,0,12.35,35.0,"Limerick, Ireland[note 1]",Queenstown,"St Louis, Missouri, US"
909,,3,male,0,0,7.225,21.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
910,,3,female,1,0,7.925,27.0,"New York City, New York, US",Southampton,New York City
911,,3,female,0,0,7.225,45.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
912,,1,male,1,0,59.4,46.0,"New York, New York, US",Cherbourg,"New York, New York, US"
913,,3,male,0,1,3.1708,9.0,"Trondheim, Norway",Southampton,"Brooklyn, New York, US"
914,,1,female,0,0,31.6833,48.0,"New York, New York, US",Cherbourg,"New York, New York, US"
915,,1,male,0,1,61.3792,21.0,"Geneva, Switzerland",Cherbourg,"Radnor, Pennsylvania, US"
916,,1,female,1,3,262.375,48.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
917,,3,male,1,0,14.5,50.0,"St Austell, Cornwall, England",Southampton,"Yonkers, New York, US"
918,,1,female,0,1,61.9792,22.0,"Providence, Rhode Island, US",Southampton,"Providence, Rhode Island, US"
919,,3,male,0,0,7.225,19.0,"Ibrin[85], Syria or Lebanon",Cherbourg,"Kulpmont, Pennsylvania, US"
920,,1,male,0,0,30.5,41.0,"Pomeroy, Washington, US",Southampton,"Pomeroy, Washington, US"
921,,3,male,2,0,21.6792,17.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
922,,2,male,1,0,26.0,50.0,"Weston-super-Mare, North Somerset, England",Southampton,New York City
923,,2,male,2,0,31.5,24.0,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US"
924,,3,female,1,2,20.575,32.0,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
925,,3,female,1,2,23.45,34.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
926,,1,male,1,0,57.75,30.0,"New York, New York, US",Cherbourg,"New York, New York, US"
927,,3,male,0,0,7.2292,19.0,"Agios Sostis, Greece",Cherbourg,"Milwaukee, Wisconsin, US"
928,,3,female,0,0,8.05,26.0,"London, England",Southampton,New York City
929,,3,female,0,0,8.6625,21.0,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US"
930,,3,male,0,0,9.5,21.0,"Zwevezele, Belgium",Southampton,"Detroit, Michigan, US"
931,,3,male,0,0,56.4958,28.0,"Hong Kong, China",Southampton,New York City
932,,3,male,0,1,13.4167,39.0,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US"
933,,1,male,0,0,26.55,37.0,"London, England, UK",Southampton,"New York, New York, US"
934,,3,male,0,0,7.85,41.0,"Unknown, Russia",Southampton,"Philadelphia, Pennsylvania, US"
935,,2,female,0,0,13.0,30.0,"Provo, Utah, US",Southampton,"Provo, Utah, US"
936,,1,female,1,0,52.5542,45.0,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US"
937,,3,male,0,0,7.925,25.0,"Helsinki, Finland",Southampton,New York City
938,,1,male,0,0,29.7,45.0,"Paris, France",Cherbourg,"Ottawa, Ontario, Canada"
939,,3,male,0,0,7.75,24.0,"Tynagh, Galway, Ireland",Queenstown,New York City
940,,1,female,0,0,76.2917,59.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
941,,3,female,0,2,15.9,36.0,"London, England",Southampton,"Brooklyn, New York, US"
942,,1,male,1,0,60.0,24.0,"Huntington, West Virginia, US",Cherbourg,"Huntington, West Virginia, US"
943,,2,male,0,0,15.0333,27.0,New York City,Southampton,New York City
944,,2,female,2,1,23.0,20.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
945,,1,female,3,2,263.0,28.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
946,,2,male,0,0,15.5792,30.0,"Paris, France",Cherbourg,New York City
947,,3,male,4,1,29.125,10.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
948,,3,male,0,0,7.8958,35.0,"Kricina, Croatia",Southampton,"Great Falls, Montana, US"
949,,3,male,0,0,7.65,25.0,"Perkins County, South Dakota, US",Southampton,"Perkins County, South Dakota, US"
950,,3,male,1,0,16.1,32.0,"Liverpool, Merseyside, England",Southampton,"Bedford, Indiana, US"
951,,1,female,0,0,262.375,36.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
952,,3,male,0,0,7.8958,17.0,"Podgora, Croatia",Southampton,"Vancouver, British Columbia, Canada"
953,,2,male,0,0,13.5,32.0,"Sydney, New South Wales, Australia",Southampton,Canada
954,,3,male,0,0,7.75,18.0,"Stockholm, Sweden",Southampton,New York City
955,,3,female,0,0,7.725,22.0,"Kingwilliamstown, Cork, Ireland",Queenstown,"Glen Falls, New York, US"
956,,1,male,2,2,262.375,13.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
957,,2,female,0,0,21.0,30.0,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US"
958,,3,female,0,0,7.8792,17.0,"Kilmacowen, Sligo, Ireland",Queenstown,New York City
959,,1,male,0,0,42.4,47.0,"Washington, DC, US",Southampton,"Washington, DC, US"
960,,1,male,0,0,28.5375,31.0,"Albany, New York, US",Cherbourg,"Albany, New York, US"
961,,1,female,1,4,263.0,60.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
962,,3,female,0,0,7.75,25.0,"Athlone, Westmeath, Ireland",Queenstown,"Providence, Rhode Island, US"
963,,3,male,0,0,7.8958,21.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
964,,3,female,0,0,7.925,29.0,"Karinainen, Finland",Southampton,"Aberdeen, Washington, US"
965,,1,male,0,0,27.7208,36.0,"Havana, Cuba",Cherbourg,"Havana, Cuba"
966,,1,female,0,0,211.5,35.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
967,,1,male,0,0,211.5,33.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
968,,3,male,0,0,8.05,23.0,"Greenwich, London, England",Southampton,New York City
969,,1,female,2,0,25.7,55.0,"New York, New York, US",Southampton,"New York, New York, US"
970,,2,male,0,0,13.0,30.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
971,,3,female,0,0,7.75,24.0,"Bree, Wexford, Ireland",Queenstown,New York City
972,,3,male,1,1,15.2458,9.0,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada"
973,,1,male,1,0,221.7792,67.0,"New York, New York, US",Southampton,"New York, New York, US"
974,,1,male,0,0,26.0,49.0,"Ascot, Berkshire, England, UK",Southampton,"Rochester, New York, US"
975,,3,male,0,0,7.8958,23.0,"Unknown, Macedonia",Southampton,New York City
976,,2,male,0,0,10.7083,30.0,"Glencree, Ireland[note 1]",Queenstown,"Providence, Rhode Island, US"
977,,3,male,1,0,14.4542,25.0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
978,,3,female,0,0,7.8792,26.0,"New York City, New York, US",Queenstown,New York City
979,,3,female,0,0,8.05,18.0,"Clevedon, North Somerset, England",Southampton,"Skaneateles, New York, US"
980,,3,female,0,0,7.75,21.0,"Cum, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
981,,2,male,1,1,23.0,2.0,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US"
982,,3,female,1,0,13.9,22.0,"New Haven, Connecticut, US",Southampton,"New Haven, Connecticut, US"
983,,3,male,0,0,7.775,28.0,"Sandefjord, Norway",Southampton,"Seattle, Washington, US"
984,,1,female,1,2,52.0,27.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
985,,3,male,0,0,8.05,32.0,"London, England",Southampton,"Clinton, New York, US"
986,,1,male,0,0,26.0,24.0,"Antwerp, Belgium",Cherbourg,"San Francisco, California, US"
987,,3,male,0,0,7.7958,25.0,"Stockholm, Uppland, Sweden",Southampton,"Burlington, Iowa, US"
988,,1,female,1,0,78.85,25.0,"London, England, UK",Southampton,"New York, New York, US"
989,,3,male,0,0,7.925,29.0,"Ikaalinen, Pirkanmaa, Finland",Southampton,"Glassport, Pennsylvania, US"
990,,3,female,0,0,7.8542,20.0,"Medeltorp, Småland, Sweden",Southampton,"Chicago, Illinois, US"
991,,3,male,0,0,8.05,33.0,"St Austell, Cornwall, England",Southampton,"Yonkers, New York, US"
992,,1,female,1,0,55.4417,44.0,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US"
993,,2,male,1,0,26.0,28.0,"Bromsgrove, Worcestershire, England",Southampton,"Montreal, Quebec, Canada"
994,,3,male,0,0,7.75,20.0,"Donoughmore, Cork, Ireland",Queenstown,New York City
995,,3,male,0,0,7.775,26.0,"Kvarnaryd, Småland, Sweden",Southampton,"New Haven, Connecticut, US"
996,,3,female,1,1,8.5167,16.0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
997,,3,male,0,0,22.525,28.0,"Bergen, Norway",Southampton,New York City
998,,3,male,0,0,7.8208,21.0,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City
999,,3,male,0,0,7.75,24.0,"Ballinascreen, Tipperary, Ireland",Queenstown,"Troy, New York, US"
1000,,3,male,0,0,8.7125,37.0,"Unknown, Russia",Cherbourg,"Chicago, Illinois, US"
1001,,2,male,0,0,13.0,19.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
1002,,2,male,0,0,15.0458,42.0,New York City,Southampton,New York City
1003,,3,female,0,0,7.7792,20.0,"Cork, Cork, Ireland",Queenstown,New York City
1004,,1,female,0,0,31.6792,36.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1005,,3,female,0,0,7.2833,22.0,"Ovens, Cork, Ireland",Queenstown,"Roxbury, Massachusetts, US"
1006,,1,female,1,0,221.7792,63.0,"New York, New York, US",Southampton,"New York, New York, US"
1007,,3,male,1,0,14.4542,18.0,"Agios Sostis, Peloponnese, Greece",Cherbourg,New York City
1008,,3,male,0,0,6.4375,34.0,"Unknown, Unknown",Cherbourg,"Columbus, Ohio, US"
1009,,3,female,1,1,16.7,1.0,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US"
1010,,1,male,0,0,75.2417,36.0,"Fergus, Ontario, Canada",Southampton,"Fergus, Ontario, Canada"
1011,,2,female,1,0,26.0,28.0,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US"
1012,,2,female,0,0,15.75,12.0,"Aberdeen, Aberdeenshire, Scotland",Southampton,"Portland, Oregon, US"
1013,,3,male,1,0,7.75,24.0,"Jersey City, New Jersey, US",Queenstown,"Jersey City, New Jersey, US"
1014,,1,female,1,0,57.75,35.0,"Hamburg, German Empire[note 2]",Southampton,"New York, New York, US"
1015,,3,male,0,0,7.25,28.0,"Southampton, Hampshire, England",Southampton,New York City
1016,,3,male,0,0,7.75,24.0,"Watergate, Limerick, Ireland",Queenstown,New York City
1017,,3,female,0,1,16.1,16.0,"Bournemouth, Dorset, England",Southampton,"Newark, New Jersey, US"
1018,,3,male,0,0,7.7958,22.0,"Norrköping, Östergötland, Sweden",Southampton,"Worcester, Massachusetts, US"
1019,,3,female,2,0,23.25,26.0,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US"
1020,,2,male,0,0,13.0,42.0,"London, England",Southampton,New York City
1021,,3,male,0,0,8.05,24.0,"London, England",Southampton,New York City
1022,,3,male,0,0,8.05,32.0,"Arboretum, Worcestershire, England",Southampton,"Gloversville, New York, US"
1023,,1,male,0,0,28.5,53.0,"Washington, DC, US",Southampton,"Washington, DC, US"
1024,,3,female,0,4,25.4667,40.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
1025,,3,male,1,0,6.4375,31.0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
1026,,3,male,0,0,7.8958,43.0,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US"
1027,,3,male,0,0,7.8542,24.0,"Göteborg, Västergötland, Sweden",Southampton,"Huntley, Illinois, US"
1028,,3,male,0,0,7.225,22.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
1029,,2,male,0,0,13.0,26.0,"Newark, New Jersey, US",Southampton,"Newark, New Jersey, US"
1030,,3,female,0,0,8.05,24.0,"Mogilev, Belarus",Southampton,New York City
1031,,3,male,1,6,46.9,42.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
1032,,3,female,5,2,46.9,12.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
